ts,city,state,event,year,year_mon,ymd,yw,department
2015-06-17 17:42:00,Anchorage,Alaska,"MOR Alert for ANC
Number: ANC-M-2015/06/17-0003
Type: A/C operated at Altitude/Route/Speed other than expected/intended (Includes TCAS RA - No Loss/spillout)
Date/Time: Jun 17, 2015 - 2142Z
A/C: (AC90)

Summary: Pilot requested VFR advisories enroute to ENA. Upon radar identification the pilot was observed trasiting R-2203 which was HOT SFC to 050' and had a military UAV operating in it at and below 050'. Traffic was issued to pilot who reported the UAV in sight. The UAV was not in communication with A11, but the North Handoff controller advised FRN Range Control of the incident and AC90 pilot was observed departing R-2203 at the same time. Brasher Warning issued to AC90. Pilot attempted telephone contact via satellite phone at 2000Z on but scratchy comm prevented meaningful conversation. Pilot will re-attempt phone contact when on the ground.
",2015,201506,2015-06-17,201525,NA
2015-06-18 20:39:59,St. Petersburg ,Florida,"PRELIM INFO FROM FAA OPS: ST PETERSBURG, FL/UAS INCIDENT/2240E/ST PETE ATCT ADVISED SHERIFF HELICOPTER S07 OBSERVED A POSSIBLE UAS WITH A RED LIGHT AT 600 FEET, .5 W OF ST PETE-CLEARWATER INTL ARPT. NO EVASIVE ACTION REPORTED. 


MOR Alert for PIE
Number: PIE-M-2015/06/19-0002
Type: Public inquiry or concern (including all pilot reported NMACs)
Date/Time: Jun 19, 2015 - 0240Z
A/C: SO7 (HELO)
Summary: SO7 REPORTED A POSSIBLE DRONE SIGHTING AT 600' 1/2 MILE WEST OF THE AIRPORT. THIS OBJECT HAD A RED LIGHT ON IT.",2015,201506,2015-06-18,201525,NA
2015-06-18 21:00:00,Sacramento,California,"PRELIM INFO FROM FAA OPS: SACRAMENTO, CA/UAS INCIDENT/0900P/NCT REPORTED THAT SOUTHWEST 136, B737, OBSERVED A SMALL, METALLIC SILVER DRONE HOVERING BETWEEN 2500-3000 FEET OVERHEAD SACRAMENTO. NO EVASIVE ACTION REPORTED. UNKN IF LEO NOTIFIED. ",2015,201506,2015-06-18,201525,UNKN IF LEOS NOTIFIED
2015-06-18 22:34:59,Pallm Springs,California,"PRELIM INFO FROM FAA OPS: PALM SPRINGS, CA/UAS INCIDENT/1035P/LOS ANGELES ARTCC  ADVISED MILITARY MNLT71, V22, 5 S JACQUELINE COCHRAN REG ARPT REPORTED A NEAR MID AIR WITH A QUAD UAS, BLACK WEDGE SHAPE WITH AN ORANGE DOT. NO EVASIVE ACTION TAKEN. UNKN IF LEO NOTIFIED. ",2015,201506,2015-06-18,201525,UNKN IF LEOS NOTIFIED
2015-06-19 14:29:59,Denver,Colorado,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS INCIDENT/1430M/DENVER APCH ADVISED MULTIPLE ACFT, OBSERVED 3 UAS E BOUND AT 7,000 - 9,000 FEET, 9 NW OF DENVER INTL ARPT. NO EVASIVE ACTION TAKEN. AIRPORT POLICE NOTIFIED ",2015,201506,2015-06-19,201525,AIRPORT POLICE NOTIFIED
2015-06-19 14:35:59,San Diego,California,"PRELIM INFO FROM FAA OPS: SAN DIEGO/EL CAJON, CA/UAS INCIDENT/1436P/SOUTHERN CALIFORNIA TRACON ADVISED MOONEY M20P, 2 NW GILLESPIE FIELD ARPT AT 6,800 FEET REPORTED A ""TRASH CAN SIZE"" UAS, TYPE UNKN. NO EVASIVE ACTION TAKEN. SAN DIEGO SHERIFF NOTIFIED ",2015,201506,2015-06-19,201525,SAN DIEGO SHERIFF NOTIFIED
2015-06-19 16:02:59,San Diego ,California,"PRELIM INFO FROM FAA OPS: SAN DIEGO, CA/UAS INCIDENT/1303P/HAWKER BEECHCRAFT BE33, REPORTED OBSERVING A UAS (TYPE NOT REPORTED) APPROX .5 EAST OF GILLESPIE FIELD (SEE) AT 900 FEET.  NO EVASIVE ACTION TAKEN.  SAN DIEGO COUNTY SHERIFF NOTIFIED.


MOR Alert for SEE
Number: SEE-M-2015/06/19-0003
Type: Public inquiry or concern (including all pilot reported NMACs)
Date/Time: Jun 19, 2015 - 2003Z
A/C: (BE33)

Summary: No evasive action taken or needed, the pilot reported observing an unmanned aircraft flying approx. 1/2 mile final east of Gillespie near Rattlesnake Mt. approximately 900MSL. El Cajon Police and San Diego County Sherrif notified. DEN (VX)notifed,& WSA (LA).",2015,201506,2015-06-19,201525,SAN DIEGO COUNTY SHERIFF NOTIFIED
2015-06-19 18:40:00,Long Beach,California,"PRELIM INFO FROM FAA OPS: LONG BEACH, CA/UAS INCIDENT/1540P/CESSNA C172, REPORTED A UAS 1.5 W LGB AT 700 FEET. PILOT REPORTED UAS MANEUVERING IN THE AREA WITH NO IMPACT TO AIR TRAFFIC OPERATIONS. NO EVASIVE ACTION REPORTED. LA COUNTY SHERIFF AVIATION UNIT NOTIFIED. ",2015,201506,2015-06-19,201525,LA COUNTY SHERIFF AVIATION UNIT NOTIFIED
2015-06-19 19:57:00,Seattle,Washington,"PRELIM INFO FROM FAA OPS: SEA/UAS INCIDENT/1657P/S46 ADVISED PIPER PA46, REPORTED A SMALL ORANGE UAS PASSED OVER RIGHT WING AT 2,500 FEET 4 N BFI. NO EVASIVE ACTION TAKEN. SEATTLE PD NOTIFIED VIA 911. 

MOR Alert for S46
Number: S46-M-2015/06/19-0002
Type: A/C operated at Altitude/Route/Speed other than expected/intended (Includes TCAS RA - No Loss/spillout)
Date/Time: Jun 19, 2015 - 2357Z
A/C: (PA46)

Summary: PA46 departed BFI on the Needle 8 departure and reported a small orange drone pass over his right wing at 2500' near Harbor Island (BFI 310004). No evasive action was taken. There have been no further reports. ACN. 

",2015,201506,2015-06-19,201525,SEATTLE PD NOTIFIED
2015-06-19 20:55:00,San Jose,California,"PRELIM INFO FROM FAA OPS: SAN JOSE, CA/UAS INCIDENT/2055P/NETJETS 647, CESSNA C56X, VAN NUYS, CA-SAN JOSE, REPORTED A UAS IN CLOSE PROXIMITY OF HIS ACFT AT 4,000-5,000 FEET, 16.8 SE SAN JOSE. PIC DID NOT OBSERVE THE UAS. PAX, (EXPERIENCED PILOT), SAW IT OFF THEIR RIGHT WING AND ESTIMATED THE UAS SIZE AS 4 FEET BY 4 FEET AND RED AND BLACK IN COLOR. NO EVASIVE ACTION REPORTED. UNKN IF LEO NOTIFIED. ",2015,201506,2015-06-19,201525,UNKN IF LEOS NOTIFIED
2015-06-19 23:02:00,Seattle,Washington,"MOR Alert for S46
Number: S46-M-2015/06/19-0004
Type: A/C operated at Altitude/Route/Speed other than expected/intended (Includes TCAS RA - No Loss/spillout)
Date/Time: Jun 20, 2015 - 0302Z
A/C: QXE423 (DH8D)

Summary: QXE423 DH8D INBOUND ON THE CHINS ARRIVAL DESCENDING THROUGH 6500 ADVISED THERE WAS A DRONE OPERATING 1000 FEET BELOW THEM. QXE423 WAS OFF THE SEATTLE 120/14 WHEN THEY REPORTED THE DRONE. THE DRONES COLOR SIZE AND DIRECTION OF FLIGHT WERE NOT GIVEN BY THE FLIGHT CREW AS THEY ONLY CAUGHT A GLIMPSE OF IT. ALL CONCERNED WERE NOTIFIED AND QXE423 CONTINUED WITHOUT FURTHER INCIDENT.
",2015,201506,2015-06-19,201525,ALL CONCERNED NOTIFIED
2015-06-20 11:31:00,Groton,Connecticut,"PRELIM INFO FROM FAA OPS: GROTON, CT/UAS INCIDENT/1135E/PROVIDENCE APCH REPORTED PIPER P28A, ENCOUNTERED A SMALL SILVER UAS AT 5,200 FEET 8 NE GROTON. ACFT MADE HARD LEFT BANK TO AVOID UAS. CT STATE PD 911 NOTIFIED


MOR Alert for PVD
Number: PVD-M-2015/06/20-0001
Type: Public inquiry or concern (including all pilot reported NMACs)
Date/Time: Jun 20, 2015 - 1531Z
A/C: (PA28)

Summary: THE PILOT REPROTED A NMAC WITH AN UNMANNED AIRCRAFT SYSTEM. THE PILOT REPORTED HE MADE A HARD LEFT TURN TO AVOID A SMALL SILVER UAS. A/C WAS AT 052. POSITION WAS APPROXIMATELY 7.5 NORTHEAST OF GON (GON041007.5 LAT/LONG 41 25 44/071 58 32) AT 5200 FEET CT STATE POLICE ADVISED


",2015,201506,2015-06-20,201525,CT STATE PD 911 NOTIFIED
2015-06-20 14:12:00,Mesa,Arizona,"PRELIM INFO FROM FAA OPS: MESA, AZ/UAS INCIDENT/1115P/PHOENIX - MESA GATEWAY ATCT REPORTED NATIVE AMERICAN AIR AMBULANCE 5, HELO, ENCOUNTERED A UAS AT 2,800 FEET OPERATING ABOVE ACFT 10 NE PHOENIX - MESA GATEWAY ARPT. ACFT MANEUVERED AROUND UAS. MESA PD NOTIFIED.

MOR Alert for IWA
Number: IWA-M-2015/06/20-0001
Type: Public inquiry or concern (including all pilot reported NMACs)
Date/Time: Jun 20, 2015 - 1812Z
A/C:  (HELO)

Summary: HELO DEPARTED IWA NE BOUND AND REPORTED AN UAS 10NM NE OF IWA. A/C WAS AT 028 AND REPORTED THE UAS WAS ABOVE THEIR ALTITUDE. HELO REPORTED TAKING AN ALTERNATE COURSE TO MANEUVER AROUND THE UAS. ",2015,201506,2015-06-20,201525,MESA PD NOTIFIED
2015-06-20 14:50:00,Denver,Colorado,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS INCIDENT/1450M/DENVER APCH ADVISED AMERICAN 2368, MD83, DEN - ORD, OBSERVED A LARGE BLACK UAS AT 6,500 FEET, 2 NE OF DEN. NO EVASIVE ACTION TAKEN. DENVER INTL ARPT POLICE NOTIFIED. 

",2015,201506,2015-06-20,201525,DENVER INTL ARPT POLICE NOTIFIED
2015-06-20 19:50:00,Santa Ana,California,"PRELIM INFO FROM FAA OPS: SANTA ANA, CA/UAS INCIDENT/1250P/SOUTHERN CALIFORNIA TRACON ADVISED WESTJET 1754, B737, AT 5,000 FEET WHILE ON DOWNWIND FOR SNA REPORTED SILVER CIRCULAR UAS, 2 FEET IN DIAMETER, PASSED OFF THE RIGHT SIDE AT 4,500 FEET. NO EVASIVE ACTION TAKEN. LOCAL LEO AND SNA ATCT NOTIFIED. 

MOR Alert for SCT
Number: SCT-M-2015/06/20-0003
Type: Other
Date/Time: Jun 20, 2015 - 1950Z
A/C: WJA1754 (B737)

Summary: WJA1754 REPORTED A SILVER CIRCULAR DRONE 2FT IN DIAMETER PASSED OFF OF HIS RIGHT SIDE AT 4500' WHILE IN THE DOWNWIND FOR SNA AIRPORT AT 5000'. THE LAT/LONG FOR THIS EVENT IS LAT-33:43:12.1N, LONG-117:54:04.6W LOCAL LAW ENFORCEMENT AND SNA TOWER WERE NOTIFIED OF THE EVENT, WJA1754 LANDED AT SNA WITHOUT FURTHER INCIDENT. ",2015,201506,2015-06-20,201525,LOCAL LEO AND SNA ATCT NOTIFIED
2015-06-20 20:09:00,Seattle,Washington,"PRELIM INFO FROM FAA OPS: SEA/UAS INCIDENT/2009P/S46 ADVISED HORIZON 423, DEHAVILLAND DH8D, REPORTED POSSIBLE UAS AT 5,500 FEET 14 SE SEA. DESCRIPTION OF UAS NOT REPORTED. LEO TO BE NOTIFIED. 

",2015,201506,2015-06-20,201525,LEOS NOTIFIED
2015-06-20 20:38:00,Dallas ,Texas,"PRELIM INFO FROM FAA OPS: DFW/UAS INCIDENT/201538C/DFW WEST ATCT REPORTED UNIDENTIFIED UAS ENTERED CLASS B AIRSPACE WITHOUT CLEARANCE AT UNKN ALTITUDE 5 N DALLAS FORT WORTH ARPT. NO EVASIVE ACTION TAKEN. LEOS NOT NOTIFIED.  


MOR Alert for DFW
Number: DFW-M-2015/06/22-0001
Type: Public inquiry or concern (including all pilot reported NMACs)
Date/Time: Jun 20, 2015 - 2038Z
A/C: (UAS)

Summary: Daniel Morton contacted West Tower FLM requesting to fly a UAS within Class Bravo airspace on Saturday June 20 at approximately 1500 local to film flooding in Grapevine and FM 2499. West Tower FLM contacted ROC, which disapproved the request. OM also spoke with FLM and disapproved the request. During the conversation with FLM, the UAS operator was told he could not fly the UAS within the Class Bravo. He said he would have to find a work around. On the Saturday evening news footage of a UAS over FM 2499 and the Grapevine spillway  aired during the broadcast. The area filmed is within 5 miles of DFW ATCT. A Youtube video is also online showing the flooding over FM2499 posted by KNR Media.",2015,201506,2015-06-20,201525,LEO NOT NOTIFIED
2015-06-21 16:50:00,New York,New York,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS INCIDENT/1250E/LGA ATCT REPORTED SOUTHWEST 4576, B737, REPORTED A WHITE UAS AT 2,000 FEET ON LEFT SIDE OF ACFT WHILE HEADING NORTHEAST BOUND 7 SW LGA. NO EVASIVE ACTION TAKEN. NYPD AVIATION UNIT NOTIFIED 


MOR Alert for LGA
Number: LGA-M-2015/06/21-0002
Type: Other
Date/Time: Jun 21, 2015 - 1650Z
A/C: SWA4576 (B737)

Summary: SWA4576 B737 INBOUND TO LAND RY 31 ON EXPWY VIS APCH, REPORTED PASSING A DRONE OFF LEFT SIDE, SMALL WHITE IN COLOR. APPROX 2000', 7 MILES SOUTHWEST OF LGA. ",2015,201506,2015-06-21,201525,NYPD AVIATION UNIT NOTIFIED
2015-06-21 20:23:00,Los Angeles,California,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS INCIDENT/1323P/COMPASS 5707, E175, DFW - LAX, AT 14,000 FEET 5 E CHINO, REPORTED A UAS PASSED BELOW AT 13,500 FEET. RIVERSIDE PD 


MOR Alert for SCT
Number: SCT-M-2015/06/21-0004
Type: Other
Date/Time: Jun 21, 2015 - 2023Z
A/C: CPZ5707 (E170)

Summary: CPZ5707 was descending on the SEAVU2 arrival into LAX. As he crossed over SEAVU, which is about 5 miles east of CNO, he reported seeing a drone pass below him. CPZ5707 was descending out of 140, and estimated the drone to be around 135. Riverside poilice department air division was called, but there was no answer. ",2015,201506,2015-06-21,201525,NA
2015-06-21 23:15:00,Mesa,Arizona,"PRELIM INFO FROM FAA OPS: MESA, AZ/UAS INCIDENT/0815P/OXFORD FLIGHT SCHOOL OXF213, PIPER P28A, REPORTED A ROUND UAS AT 3,500 FEET 8 E FALCON FIELD, OPERATING CLOSE TO A REMOTE ACFT AIRPARK. NO EVASIVE ACTION TAKEN. LEOS NOTIFICATION UNKNOWN. ",2015,201506,2015-06-21,201525,NA
2015-06-22 18:04:59,Mesa,Arizona,"PRELIM INFO FROM FAA OPS: FALCON FLD ARPT, MESA, AZ/UAS INCIDENT/1205M/CESSNA C172, REPORTED A SILVER ROUND UAS APPROXIMATELY 1.5 FEET WIDE ON THE RIGHT CROSSWIND FOR RUNWAY 22R AT PATTERN ALTITUDE. NO EVASIVE ACTION TAKEN. LOCAL POLICE HELICOPTER WAS IN LOCAL AREA AND WENT TO LOOK FOR UAS BUT DID NOT SEE ANYTHING.  


MOR Alert for FFZ
Number: FFZ-M-2015/06/22-0001
Type: Public inquiry or concern (including all pilot reported NMACs)
Date/Time: Jun 22, 2015 - 1805Z
A/C: (C172)

Summary: PILOT REPORTED A SILVER ROUND DRONE APPROXIMATELY 1.5 FEET WIDE ON THE RIGHT CROSSWIND TO DOWNWIND TURN FOR RUNWAY 22R AT PATTERN ALTITUDE. NO EVASIVE MANEUVERS WERE NEEDED TO AVOID THE DRONE, BUT WAS REPORTED APPROXIMATELY 200 FEET OFF WING. FALCON 5, THE LOCAL POLICE HELICOPTER, WAS IN THE LOCAL AREA AND WENT TO LOOK FOR THE DRONE BUT DID NOT SEE ANYTHING.",2015,201506,2015-06-22,201526,NA
2015-06-22 18:36:00,Atlanta,Georgia,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS INCIDENT/1436E/ CESSNA C206, REPORTED A WHITE UAS PASSING LEFT TO RIGHT AT SAME ALTITUDE ABOUT 100 YARDS IN FRONT.  LOCAL FORSYTH COUNTY SHERIFF WAS NOTIFIED.


MOR Alert for ZTL
Number: ZTL-M-2015/06/22-0006
Type: Other
Date/Time: Jun 22, 2015 - 1836Z
A/C: (C206)

Summary: Aircraft reported a drone passing left to right a same altitude about 100 yards in front. The Drone was white in color. ZTL OMIC reported it to the DEN and contacted local law enforcement (Forsyth county sheriff department 

",2015,201506,2015-06-22,201526,LOCAL FORSYTH COUNTY SHERIFF NOTIFIED
2015-06-22 19:01:00,Coal City,Illinois,"PRELIM INFO FROM FAA OPS: COAL CITY, IL/UAS INCIDENT/6-22 1901C/IDAHO82, OH58, REPORTED A 6-FOOT UAS, TYPE UNKNOWN, MANEUVERING IN THE TFR AREA. PILOT EXECUTED EVASIVE MANEUVERS TWICE. LEOS NOTIFICATION UNKN",2015,201506,2015-06-22,201526,NA
2015-06-22 21:26:00,Orlando,Florida,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS INCIDENT/1726E/ CESSNA C441, REPORTED COMING IN CLOSE PROXIMITY TO A UAS WITH 4-5 MOTORS, BLACK IN COLOR, AND APPROXIMATELY 2 FEET IN SIZE. NO EVASIVE ACTION TAKEN. UNKN IF LEOS NOTIFIED.


MOR Alert for F11
Number: F11-M-2015/06/22-0003
Type: VFR A/C in proximity to terrain/obstructions affecting safety of flight
Date/Time: Jun 22, 2015 - 2126Z
A/C:  (C441)

Summary: C441 reported coming in close proximity to a drone with 4-5 motors, black in color, approximately 2 feet in size. ",2015,201506,2015-06-22,201526,UNKN IF LEOS NOTIFIED
2015-06-22 22:02:00,Huntsville,Virginia,"







MOR Alert for HSV
Number: HSV-M-2015/06/22-0001
Type: 
Date/Time: Jun 22, 2015 - 2202Z
A/C: ASQ5177 (CRJ7)

Summary: ASQ5177 REPORTED A NORTHBOUND SILVER MODEL AIRPLANE 2500 FEET OFF HIS LEFT WING AT 500 AGL WHILE ON A 2 MILE FINAL FOR RWY 18L. DEN NTFD.
",2015,201506,2015-06-22,201526,NA
2015-06-23 18:40:00,Minneapolis,Minnesota,"PRELIM INFO FROM FAA OPS: MINNEAPOLIS, MN/UAS INCIDENT/6-23 1840C/CRYSTAL ATCT REPORTED PIPER P28R, AT 2,000 FEET ON APCH TO RUNWAY 16, OBSERVED 2 UAS 100 FEET BELOW MOVING NNE . NO EVASIVE ACTION TAKEN. NO LEOS NOTIFIED. ",2015,201506,2015-06-23,201526,LEO NOT NOTIFIED
2015-06-23 20:35:00,Los Angeles,California,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS INCIDENT/1325P/SOCAL TRACON REPORTED FRONTIER 405, A319, AT 7,000 FEET OBSERVED A SILVER UAS 1,000 FEET BELOW HEADING EASTBOUND 22 E LAX WHILE HEADING WESTBOUND.  NO EVASIVE ACTION TAKEN. LAPD AVIATION UNIT NOTIFIED.

MOR Alert for SCT
Number: SCT-M-2015/06/23-0004
Type: Other
Date/Time: Jun 23, 2015 - 2035Z
A/C: FFT405 (A319)

Summary: FFT405, A319 22NM EAST OF LAX REPORTED UAS OPPOSITE DIRECTION AT 6000 MSL. SILVER IN COLOR, TYPE UNKNOWN. NO EVASIVE ACTION. LA COUNTY SHERIFF DEPARTMENT AIR DIVISION NOTIFIED ",2015,201506,2015-06-23,201526,LAPD AVIATION UNIT NOTIFIED
2015-06-23 21:52:00,Miami,Florida,"PRELIM INFO FROM FAA OPS: FORT LAUDERDALE, FL/UAS INCIDENT/1752E/WATERMAKERS AIR 124, CESSNA C208,REPORTED A UAS BELOW HIM AT 2,000 FEET 3 SW FORT LAUDERDALE EXECUTIVE ARPT. NO EVASIVE ACTION TAKEN. LEOS NOTIFICATION UNKNOWN. 


MOR Alert for MIA
Number: MIA-M-2015/06/23-0004
Type: Other
Date/Time: Jun 23, 2015 - 2152Z
A/C: WMA124 (C208)

Summary: WMA124 WAS 3 MILES SW OF FXE WHEN HE NSAW A DRONE BELOW HIM AT 2,000 FT. DEN NOTIFIED. ",2015,201506,2015-06-23,201526,DEN NOTIFIED
2015-06-24 00:00:00,Minneapolis,Minnesota,"PRELIM INFO FROM FAA OPS: FCM/UAS INCIDENT/1200C/FCM ADVISED MOSQUITO 1, UNKN HELICOPTER, REPORTED A BLACK UAS 4 NW FCM. EVASIVE ACTION NOT REPORTED. 911 NOTIFIED",2015,201506,2015-06-24,201526,911 NOTIFIED
2015-06-24 09:33:00,Lampasas,Texas,"PRELIM INFO FROM FAA OPS: LAMPASAS, TX/UAS INCIDENT/0833C/GRAY APCH REPORTED ARMY R26828, UH60,  OBSERVED A UAS AT 500 FEET .25 N LAMPASAS, ON FINAL APCH TO RUNWAY 16. ACFT HAD TO ABORT INSTRUMENT APCH TO AVOID UAS. LAMPASAS  COUNTY SHERIFF NOTIFIED ",2015,201506,2015-06-24,201526,LAMPASAS  COUNTY SHERIFF NOTIFIED
2015-06-24 10:44:59,New York,New York,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS INCIDENT/0645E/LA GUARDIA ATCT REPORTED GOJET 6217, CRJ7, AT 1,200 FEET AND AIR WISCONSIN 4041, CRJ2, AT 800 FEET, OBSERVED A UAS 2 SE LGA, IN THE VICINITY OF THE APCH END OF RUNWAY 31. NO EVASIVE ACTION TAKEN. NYPD AVIATION UNIT NOTIFIED 



MOR Alert for LGA
Number: LGA-M-2015/06/24-0001
Type: Other
Date/Time: Jun 24, 2015 - 1045Z
A/C: GJS6217 (CRJ7)

Summary: GJS6217 REPORTED A DRONE 1200 FEET 2 SE OF LGA WHILE ON EXPRESSWAY VISUAL RY31


MOR Alert for LGA
Number: LGA-M-2015/06/24-0002
Type: Other
Date/Time: Jun 24, 2015 - 1050Z
A/C: AWI4041 (CRJ2)
Summary: AWI4041 CRJ2 REPORTED DRONE 2 SE LGA AT 800 FEET
",2015,201506,2015-06-24,201526,NYPD AVIATION UNIT NOTIFIED
2015-06-24 11:35:00,Charlotte,North Carolina,"PRELIM INFO FROM FAA OPS: CHARLOTTE, NC/UAS INCIDENT/1135E/CLT ATCT REPORTED PA32,  OBSERVED AN UNKN TYPE UAS AT 3,500 FEET, NEAR PANTHER STADIUM. EVASIVE ACTION NOT REPORTED. LEOS NOTIFICATION UNKN. ",2015,201506,2015-06-24,201526,NA
2015-06-24 14:55:00,San Francisco,California,"PRELIM INFO FROM FAA OPS: SAN FRANCISCO, CA/UAS INCIDENT/1455P/SFO ATCT ADVISED DEPARTURES HELD MOMENTARILY DUE TO REPORTED POSSIBLE UAS AT 500 FEET S OF RWY 1L/R. NO DESCRIPTION GIVEN. FURTHER INVESTIGATION BY USCG COULD NOT CONFIRM SIGHTING. ",2015,201506,2015-06-24,201526,NA
2015-06-24 16:25:00,Saint Louis,Missouri,"PRELIM INFO FROM FAA OPS: SAINT LUIS, MO/UAS INCIDENT/1625C/SPIRIT OF SAINT LOUIS ATCT REPORTED AIRBORNE 2, CESSNA C172, ENCOUNTERED A UAS AT 2,500 FEET 4 NE SPIRIT OF SAINT LOUIS ARPT. NO EVASIVE ACTION REPORTED. LEOS NOT NOTIFIED. ",2015,201506,2015-06-24,201526,LEO NOT NOTIFIED
2015-06-24 18:45:00,Big Bear,California,"PRELIM INFO FROM FAA OPS: BIG BEAR, CA/UAS INCIDENT/1845P/LOS ANGELES ARTCC RECEIVED REPORT FROM THE USFS THAT ATTACK12, GULFSTREAM AC90, HAD A NMAC WHEN A UAS PASSED 500 FEET BENEATH AT 11,500 FEET 1 E GORGONIO PEAK. UAS WAS IN CONFINES OF TFR 5/3271. NO EVASIVE ACTION REPORTED. FIRE FIGHTING OPERATIONS HALTED. SAN BERNADINO SHERIFF ",2015,201506,2015-06-24,201526,NA
2015-06-24 21:24:59,San Diego,California,"PRELIM INFO FROM FAA OPS: SAN DIEGO, CA/UAS INCIDENT/1425P/SAN ATCT ADVISED NETJETS 372, CESSNA C680, REPORTED A BLACK X SHAPED UAS 3 FEET IN DIAMETER PASSED 300 FEET ABOVE ACFT AT 1,500 FEET 4 E SAN. UNKN IF ANY EVASIVE ACTION TAKEN. SAN DIEGO PD NOTIFIED. 

MOR Alert for SAN
Number: SAN-M-2015/06/24-0002
Type: Public inquiry or concern (including all pilot reported NMACs)
Date/Time: Jun 24, 2015 - 2125Z
A/C: EJA372 (C680)

Summary: EJA372 REPORTED A DRONE FLEW OVER AIRCRAFT AT A 4 MILE FINAL AT 015 FEET,300 FEET ABOVE EJA372. DRONE WAS BLACK IN COLOR, AND X SHAPED 3 FEET IN DIAMETER. ",2015,201506,2015-06-24,201526,SAN DIEGO PD NOTIFIED
2015-06-24 22:30:00,New York,New York,"PRELIM INFO FROM FAA OPS: JFK/UAS INCIDENT/1830E/JFK ATCT REPORTED EMIRATES 205, A388, ENCOUNTERED A BLACK AND RED UAS 8-10 SE JFK. NO EVASIVE ACTION REPORTED. NYPD AVIATION UNIT NOTIFIED. 

MOR Alert for N90
Number: N90-M-2015/06/24-0005
Type: Other
Date/Time: Jun 24, 2015 - 2230Z
A/C: UAE205 (A380)

Summary: UAE205 AN A380 OUT OF LIMC FOR KJFK REPORTED TO JFK TOWER LOCAL POSITION THAT THEY HAD SIGHTED A BLACK AND RED DRONE OFF THEIR RIGHT HAND SIDE ALONG THE SHORE 8-10 MILES SE JFK ON THE 31L APPROACH. AIRCRAFT WAS DESCENDING OUT OF 3,000 FEET WHEN IT WAS NOTICED. PILOT WAS UNABLE TO GIVE THE SIZE. NYPD AVIATION UNIT WAS NOTIFIED AND THEY SENT A HELO TO INVESTIGATE. DEN ADVISED.


MOR Alert for JFK
Number: JFK-M-2015/06/24-0003
Type: Improper/Unexpected A/C or Vehicle inside ILS protected area, apch hold area, POFZ or final apch OCS.
Date/Time: Jun 24, 2015 - 2245Z
A/C: UAE205 (A388)

Summary: AT 2230Z, UAE205, H/A388, REPORTED AN UNIDENTIFIED DRONE ON APPROX 10 NM FINAL TO RWY 31L AT APPROX 3000 FEET. THE PILOT STATED THE DRONE WAS ""BLACK AND RED OFF HIS RIGHT SIDE ON THE SHORE"". PAPD NOTIFIED. N90 WATCH DESK NOTIFIED. DEN NOTIFIED. 
",2015,201506,2015-06-24,201526,NYPD AVIATION UNIT NOTIFIED
2015-06-25 13:25:00,Washington,District of Columbia,"PRELIM INFO FROM FAA OPS: WASHINGTON, DC/UAS INCIDENT/1325E/POTOMAC TRACON ADVISED CESSNA C172, OBSERVED A RED AND BLUE UAS AT 1,000 FEET, 13 ENE DCA. NO EVASIVE ACTION REPORTED. MARYLAND STATE POLICE NOTIFIED ",2015,201506,2015-06-25,201526,MARYLAND STATE POLICE NOTIFIED
2015-06-25 13:54:59,Santa Ana,California,"PRELIM INFO FROM FAA OPS: SANTA ANA, CA/UAS INCIDENT/1355P/ PIPER P28A, REPORTED A WHITE UAS WITH A RED FLASHING BEACON AT 3,500 FEET, 2 E SANTA ANA, CA. NO EVASIVE ACTION TAKEN. DIRECTION OF FLIGHT NOT REPORTED. NO INJURIES REPORTED. ORANGE COUNTY SHERIFF NOTIFIED.

PRELIM INFO FROM FAA OPS: SANTA ANA, CA/UAS INCIDENT/1355P/PIPER P28A, OBSERVED A SMALL, WHITE UAS WITH RED FLASHING LIGHT AT 3,500 FEET, 2 E EL TORO VOR. NO EVASIVE ACTION REPORTED. UNKN IF LEOS NOTIFIED. ",2015,201506,2015-06-25,201526,ORANGE COUNTY SHERIFF NOTIFIED
2015-06-25 14:35:00,Houston,Texas,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS INCIDENT/1435C/IAH ATCT ADVISED EXPRESS JET 4101, E145, AND IAI G280, REPORTED A UAS AT APPROXIMATELY 500-700 FEET BELOW ACFT AT 2,000 FEET 6 E RWY 27 IAH. NO DESCRIPTION GIVEN. UAS APPEARED STATIONARY. NO EVASIVE ACTION REPORTED. HOUSTON PD ",2015,201506,2015-06-25,201526,NA
